VendorNumber,VendorName,Brand,Description,AvgPurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,AvgActualPrice,TotalVolume,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,EstimatedProfit,GrossProfit,ProfitMargin,SalesToPurchaseRatio,StockTurnover
6213,MHW LTD                    ,8312,Bols Curacao Orange,5.709999999999999,12900,73659.0,7.990000000000001,554250.0,109769.75,27168.18,12725.0,10021.3,9621.58,26489.17,36110.75,32.89681355746916,1.4902421971517397,0.9864341085271318
12546,JIM BEAM BRANDS COMPANY    ,2899,Laphroiag Select Single Malt,37.85,1946,73656.09999999999,54.99,232500.0,89080.95,72198.41,1805.0,1423.51,123880.97,-108456.12,15424.850000000006,17.315542773174293,1.2094171426399172,0.9275436793422405
9552,M S WALKER INC             ,2676,Grand MacNish,10.93,6726,73515.18,15.99,1431500.0,95864.2,57925.2,6280.0,11541.65,55551.82,-33202.799999999996,22349.020000000004,23.31320764164308,1.304005512875028,0.9336901575973833
9165,ULTRA BEVERAGE COMPANY LLP ,6385,Fetzer Sundial Chard,6.88,10682,73492.16,12.99,1930500.0,112858.04,54232.57,10096.0,2260.38,68054.7,-28688.820000000007,39365.87999999999,34.880882212733795,1.5356473397978776,0.945141359296012
9552,M S WALKER INC             ,35442,Borsao Tres Picos Garnacha,8.21,8948,73463.08,14.99,366750.0,120325.19,52813.26,8681.0,968.34,55551.82,-8689.71,46862.11,38.94621732988745,1.6379001533831687,0.9701609298167189
1128,BROWN-FORMAN CORP          ,4767,El Jimador Reposado Tequila,19.28,3805,73360.40000000001,26.99,1092000.0,102833.40999999999,73434.23999999999,3759.0,6910.17,68601.68,-39128.67000000001,29473.00999999998,28.66092838893506,1.4017563971843117,0.9879106438896189
653,STATE WINE & SPIRITS   ,892,Uncle Val's Botanical Gin,24.99,2933,73295.67,33.99,302250.0,93934.47,77269.39,2753.0,2171.2000000000003,8014.9800000000005,12623.820000000003,20638.800000000003,21.971487144176148,1.281582800184513,0.9386293897033754
4425,MARTIGNETTI COMPANIES,3390,Cold River Blueberry Vodka,22.55,3249,73264.95000000001,29.99,430500.0,100693.31,67348.86,3169.0,2497.14,144929.24,-117500.88,27428.359999999986,27.239505782459617,1.3743721929790436,0.9753770390889505
3960,DIAGEO NORTH AMERICA INC   ,2255,Crown Royal Party Pak,30.759999999999998,2381,73239.56,39.99,320250.0,95115.21,53285.670000000006,2379.0,4371.69,257032.07,-235156.41999999998,21875.65000000001,22.999108134230063,1.2986862564439219,0.999160016799664
11567,CAMPARI AMERICA            ,5358,Irish Mist Honey Liqueur,18.83,3882,73098.06,25.99,509250.0,98995.43,72889.59,3857.0,3039.69,20964.81,4932.559999999994,25897.369999999995,26.160167191556216,1.3542825897157873,0.993560020607934
12546,JIM BEAM BRANDS COMPANY    ,2121,Canadian Club Traveler,7.799999999999999,9318,72680.4,9.99,601500.0,96493.44,72366.65000000001,9256.0,7295.68,123880.97,-100067.93,23813.040000000008,24.678403008536133,1.327640464279228,0.9933462116333978
6785,PALM BAY INTERNATIONAL INC ,24779,Straccali Chianti,6.84,10625,72675.0,9.99,2493000.0,113039.15,52790.74,10585.0,2369.09,13605.41,26758.739999999994,40364.149999999994,35.7081152857218,1.555406260749914,0.9962352941176471
3252,E & J GALLO WINERY         ,13163,Barefoot Bubbly Moscato,5.47,13278,72630.66,7.99,615000.0,100847.39,42323.0,12613.0,1408.21,61966.91,-33750.18000000001,28216.729999999996,27.97963338466171,1.3884961254654713,0.9499171561982226
7153,PINE STATE TRADING CO      ,3556,Hard Rock Vodka,9.48,7660,72616.8,12.989999999999998,651000.0,98464.2,24408.21,7580.0,13927.029999999999,15884.82,9962.579999999994,25847.399999999994,26.25055603965705,1.3559424265459232,0.9895561357702349
11567,CAMPARI AMERICA            ,8187,Wild Turkey,13.17,5505,72500.84999999999,18.99,311250.0,105353.20999999999,83887.34,5479.0,4320.14,20964.81,11887.55,32852.36,31.18306504377038,1.4531306874333199,0.9952770208901
1392,CONSTELLATION BRANDS INC   ,3150,Svedka Mango Pineapple Vodka,8.65,8380,72487.0,10.99,507750.0,100480.37,65042.72,8863.0,6982.68,79528.99,-51535.62000000001,27993.369999999995,27.859541122310755,1.3861846951867232,1.05763723150358
4425,MARTIGNETTI COMPANIES,13530,Home Ranch Sbragia Chard,17.23,4207,72486.61,24.990000000000002,159000.0,47958.4,19974.92,2660.0,296.63,144929.24,-169457.44999999998,-24528.21,-51.14476296123307,0.6616173662970306,0.632279534109817
4425,MARTIGNETTI COMPANIES,27031,Opus One 2013,180.27,402,72468.54,264.99,21000.0,52468.020000000004,15104.43,198.0,22.16,144929.24,-164929.75999999998,-20000.51999999999,-38.119448761359756,0.7240109984277316,0.4925373134328358
3960,DIAGEO NORTH AMERICA INC   ,3877,Smirnoff Green Apple Vodka,8.65,8364,72348.6,10.99,536250.0,100739.27,70482.65,8373.0,6598.49,257032.07,-228641.40000000002,28390.67,28.182326514774225,1.3924149188788726,1.0010760401721663
2000,SOUTHERN WINE & SPIRITS NE ,11141,C K Mondavi Chard,5.55,13025,72288.75,9.99,2592000.0,125279.82,56050.450000000004,12726.0,2851.73,19016.59,33974.48000000001,52991.07000000001,42.29816901077923,1.7330472583908285,0.9770441458733206
12546,JIM BEAM BRANDS COMPANY    ,2277,Kilbeggan Irish Whiskey,17.03,4244,72275.32,22.990000000000002,9750.0,20272.54,5074.12,1546.0,1217.1299999999999,123880.97,-175883.75,-52002.780000000006,-256.5183247881124,0.28049049108326324,0.3642789820923657
3252,E & J GALLO WINERY         ,6854,Carlo Rossi Burgundy Calif,9.86,7330,72273.8,14.99,7600000.0,110356.38,77408.36,7362.0,4417.2,61966.91,-23884.33,38082.58,34.508725277143014,1.5269209589090376,1.0043656207366984
12546,JIM BEAM BRANDS COMPANY    ,3915,Sauza Silver Tequila,9.48,7615,72190.2,14.99,492000.0,100698.29000000001,70327.96,7471.0,5888.0,123880.97,-95372.87999999999,28508.09000000001,28.31040129877082,1.3949024936902794,0.9810899540380827
3960,DIAGEO NORTH AMERICA INC   ,9145,Smirnoff Kissed Caramel,0.75,96151,72113.25,0.9900000000000001,54100.0,91264.14,13073.94,92186.0,4831.39,257032.07,-237881.18,19150.89,20.984025050803087,1.2655668687793158,0.9587627793782696
4692,KOBRAND CORPORATION        ,5396,Tia Maria Coffee Liqueur,12.14,5937,72075.18000000001,19.99,375000.0,106146.0,64322.869999999995,5800.0,4569.76,9139.38,24931.439999999995,34070.81999999999,32.09807246622576,1.4727122429663024,0.9769243725787434
8112,MOET HENNESSY USA INC      ,9388,Hennessy Privilege VSOP,17.14,4205,72073.7,25.990000000000002,121500.0,97947.7,53971.89,4030.0,1581.3700000000001,48347.26,-22473.260000000002,25874.0,26.416138408558854,1.3589936412311288,0.9583828775267539
660,SAZERAC NORTH AMERICA INC. ,4783,Mr Boston Apricot Brandy,8.88,8115,72061.2,11.99,2241750.0,105634.89,59890.340000000004,8111.0,14906.1,17932.33,15641.36,33573.69,31.782766091771386,1.4659052305540292,0.9995070856438694
12546,JIM BEAM BRANDS COMPANY    ,3385,Pinnacle Strawbry Kiwi Vodka,12.97,5554,72035.37999999999,16.99,1596000.0,93629.36,71199.7,5564.0,10228.09,123880.97,-102286.98999999999,21593.98000000001,23.063257080898566,1.299769085690948,1.0018005041411595
8320,SHAW ROSS INT L IMP LTD    ,8346,Marques de Riscal Rioja Red,9.93,7248,71972.64,14.990000000000002,453750.0,116302.31999999999,53936.57,7468.0,831.95,3151.92,41177.759999999995,44329.67999999999,38.11590344887359,1.6159240511394328,1.0303532008830023
3252,E & J GALLO WINERY         ,34134,Turning Leaf RSV Chard Cal,5.839999999999999,12276,71691.84,9.99,2800500.0,142328.84,64074.79,13916.0,3117.2400000000002,61966.91,8670.089999999997,70637.0,49.62943560841218,1.9852864705383486,1.1335940045617465
1392,CONSTELLATION BRANDS INC   ,6213,Taylor Red Port,5.51,13010,71685.1,7.99,3270000.0,103390.6,57032.62,12940.0,2892.73,79528.99,-47823.490000000005,31705.5,30.665747176242323,1.4422885648482042,0.994619523443505
17035,PERNOD RICARD USA          ,6402,Avion Silver Tequila,29.62,2420,71680.4,41.99,279750.0,105921.5,83983.37000000001,2350.0,1853.03,123780.22,-89539.12,34241.100000000006,32.32686470640994,1.4776912517229257,0.9710743801652892
3960,DIAGEO NORTH AMERICA INC   ,3046,Ciroc Peach Vodka,35.81,1995,71440.95,47.99,449750.0,93078.25,44524.14,1917.0,3523.2400000000002,257032.07,-235394.77000000002,21637.300000000003,23.246354545771975,1.302869712678793,0.9609022556390977
17035,PERNOD RICARD USA          ,2623,Ballantines,18.24,3915,71409.6,28.99,1148000.0,112041.26999999999,76937.4,3873.0,7118.67,123780.22,-83148.55000000002,40631.669999999984,36.26491381256209,1.5689945049405118,0.989272030651341
3664,WILLIAM GRANT & SONS INC   ,2368,Balvenie 17 Yr Doublewood,108.52,657,71297.64,139.99,80250.0,94993.34000000001,75654.69,666.0,525.4200000000001,30234.420000000002,-6538.71999999999,23695.70000000001,24.944590852369238,1.3323490090275079,1.0136986301369864
8352,LUXCO INC                  ,8590,Arrow Peppermint Schnapps,5.07,14042,71192.94,7.99,936750.0,108474.03,62523.93,14097.0,11102.960000000001,10261.6,27019.489999999998,37281.09,34.36867792226398,1.5236627395918751,1.0039168209656744
9552,M S WALKER INC             ,4370,Ron Virgin White,7.96,8941,71170.36,12.989999999999998,1624000.0,100341.02,37731.95,8298.0,15247.38,55551.82,-26381.159999999996,29170.660000000003,29.071520301467935,1.4098709069337292,0.928084106923163
480,BACARDI USA INC            ,3016,Bombay Sapphire East Gin,14.590000000000002,4876,71140.84,19.99,216750.0,113409.79,78758.61,5421.0,4272.6900000000005,89286.27,-47017.32000000001,42268.95,37.2709886862501,1.5941587138976712,1.111771944216571
1392,CONSTELLATION BRANDS INC   ,8329,R Mondavi Chard Pvt Sel,4.68,15198,71126.64,7.99,666750.0,117955.98,41460.79,14417.0,1611.5900000000001,79528.99,-32699.65000000001,46829.34,39.70069173262771,1.6583938170002126,0.9486116594288723
3960,DIAGEO NORTH AMERICA INC   ,3148,Ciroc Mango Vodka,35.24,2018,71114.32,48.99,402500.0,71770.35,25425.81,1465.0,2692.21,257032.07,-256376.04,656.0299999999988,0.9140682747123273,1.0092250055966225,0.7259663032705649
7239,REMY COINTREAU USA INC     ,500,Remy Martin Louis XIII,2290.07,31,70992.17,2999.99,20250.0,85049.72,72999.76,28.0,22.1,16978.67,-2921.1199999999953,14057.550000000003,16.528625843800548,1.198015499455785,0.9032258064516129
4425,MARTIGNETTI COMPANIES,24907,Bogle Old Vine Znfdl Cal,6.89,10283,70849.87000000001,10.99,663750.0,114241.84,59293.270000000004,10216.0,1136.68,144929.24,-101537.27,43391.96999999999,37.9825552529616,1.6124495358989364,0.9934843917144802
2561,EDRINGTON AMERICAS         ,2590,The Black Grouse Scotch,28.98,2443,70798.14,46.99,497000.0,77304.21,57631.0,1879.0,3454.42,9654.5,-3148.429999999993,6506.070000000007,8.41619104573995,1.0918960582862771,0.7691363078182563
480,BACARDI USA INC            ,3343,Bombay Sapphire Gin,9.46,7472,70685.12,12.49,237750.0,95177.73,71263.14,7327.0,2870.8,89286.27,-64793.66,24492.61,25.7335513255044,1.3465030546740249,0.9805942184154176
3664,WILLIAM GRANT & SONS INC   ,8078,Glenfiddich Special Rsv 12Yr,14.59,4844,70673.96,19.99,85500.0,104263.29,75570.83,4871.0,1908.72,30234.420000000002,3354.9099999999853,33589.32999999999,32.21587387085137,1.4752716559253223,1.0055739058629232
4425,MARTIGNETTI COMPANIES,6249,Rodney Strong Chard,7.839999999999999,8999,70552.16,11.99,270750.0,110736.63,49451.24,8789.0,980.15,144929.24,-104744.76999999999,40184.47,36.28832663591081,1.5695710804601872,0.9766640737859762
4425,MARTIGNETTI COMPANIES,24086,Hess Select Chard,7.139999999999999,9877,70521.78,12.990000000000002,515250.0,106340.62,46950.94,8802.0,981.5500000000001,144929.24,-109110.4,35818.84,33.68312127576461,1.507911740174454,0.8911612837906246
3960,DIAGEO NORTH AMERICA INC   ,3652,Ciroc Pineapple Vodka,37.79,1864,70440.56,47.99,393750.0,90696.77,48896.26,1823.0,3350.55,257032.07,-236775.86,20256.210000000006,22.33399270999398,1.2875645792708066,0.9780042918454935
4425,MARTIGNETTI COMPANIES,14838,Layer Cake Cab Svgn,7.709999999999999,9134,70423.14,14.99,480000.0,127990.3,62549.439999999995,9242.0,1029.6200000000001,144929.24,-87362.07999999999,57567.16,44.977752220285446,1.8174466517681547,1.0118239544558791
17035,PERNOD RICARD USA          ,5731,Malibu Passion Fruit Rum,9.02,7788,70247.76,11.99,428250.0,94095.68000000001,61491.87,7232.0,5698.67,123780.22,-99932.29999999999,23847.920000000013,25.344330366707602,1.33948299561438,0.928608115048793
9165,ULTRA BEVERAGE COMPANY LLP ,2841,High West Double Rye Whiskey,25.73,2724,70088.52,34.99,333000.0,82949.91,61615.67,2609.0,2056.53,68054.7,-55193.31,12861.39,15.505007781201932,1.1835020913553318,0.9577826725403817
9165,ULTRA BEVERAGE COMPANY LLP ,1730,La Collection NH Summer,19.73,3552,70080.95999999999,29.99,95250.0,53985.27,43069.22,1973.0,217.83,68054.7,-84150.38999999998,-16095.689999999995,-29.814966193556124,0.7703272044218573,0.5554617117117117
3664,WILLIAM GRANT & SONS INC   ,3532,Milagro Reposado Tequila,20.58,3405,70074.90000000001,27.989999999999995,452250.0,89568.5,71237.40999999999,3350.0,2641.17,30234.420000000002,-10740.82000000001,19493.59999999999,21.763901371575937,1.2781823448909666,0.9838472834067548
6213,MHW LTD                    ,8393,Casamigos Reposado,34.81,2013,70072.53,49.99,264000.0,119878.34000000001,96077.87000000001,2266.0,1786.93,9621.58,40184.23000000001,49805.81000000001,41.54696336302288,1.7107751068785444,1.1256830601092895
12546,JIM BEAM BRANDS COMPANY    ,2155,McClelland Islay Single Malt,24.05,2910,69985.5,37.99,869750.0,110955.58,83155.24,3042.0,5592.55,123880.97,-82910.89,40970.08,36.92475853850703,1.585408120253481,1.045360824742268
12546,JIM BEAM BRANDS COMPANY    ,8064,Canadian Club,0.76,92054,69961.04,0.99,44150.0,90718.65,15044.039999999999,91635.0,4800.05,123880.97,-103123.36,20757.61,22.881303899473814,1.2967024218050505,0.9954483238099376
4950,LATITUDE BEVERAGE COMPANY  ,14240,Ninety+Cellars Lot 2 Svgn Bl,5.36,13045,69921.2,8.99,592500.0,115066.86,39531.57,12614.0,1409.8400000000001,1610.0,43535.66,45145.66,39.234285179938,1.6456648341275608,0.9669605212725182
9165,ULTRA BEVERAGE COMPANY LLP ,26580,Sullivan Toile Cab Svgn Napa,15.06,4641,69893.45999999999,21.99,176250.0,68015.06999999999,26234.07,3093.0,345.44,68054.7,-69933.09,-1878.3899999999994,-2.761726188034504,0.9731249533218129,0.6664511958629605
4425,MARTIGNETTI COMPANIES,24786,Opus One 12,159.73,437,69802.01,245.99,36000.0,158963.61000000002,43040.270000000004,639.0,71.77000000000001,144929.24,-55767.63999999997,89161.60000000002,56.0893150325411,2.2773500361952332,1.4622425629290619
4425,MARTIGNETTI COMPANIES,41537,Mer Soleil Chard Central Cst,18.06,3861,69729.66,27.99,192750.0,104150.58,47768.619999999995,3682.0,410.17,144929.24,-110508.31999999999,34420.92,33.04918705205482,1.4936338424710518,0.9536389536389537
3252,E & J GALLO WINERY         ,31494,Barefoot Merlot Cal,6.02,11581,69717.62,8.79,2205000.0,117027.35,61683.43,10969.0,2452.42,61966.91,-14657.179999999993,47309.73000000001,40.42621660663085,1.6785907206815152,0.9471548225541836
4425,MARTIGNETTI COMPANIES,25511,Schug Chard Carneros,12.16,5733,69713.28,17.99,195000.0,72715.58,33317.479999999996,4042.0,450.67,144929.24,-141926.94,3002.300000000003,4.1288263120503235,1.0430663999742948,0.7050409907552765
1128,BROWN-FORMAN CORP          ,8725,Chambord Royale de France,11.84,5887,69702.08,15.990000000000002,192750.0,97193.7,69216.70999999999,5830.0,2284.9900000000002,68601.68,-41110.06,27491.619999999995,28.285392983290063,1.3944160633369906,0.9903176490572447
9815,WINE GROUP INC             ,26399,Trapiche Malbec Mendoza Oak,3.9400000000000004,17690,69698.6,7.990000000000001,909750.0,135124.03,51147.65,17697.0,1977.15,27100.41,38325.01999999999,65425.42999999999,48.418797159913005,1.9386907341036976,1.0003957037874505
1392,CONSTELLATION BRANDS INC   ,41546,Monkey Bay Svgn Bl,5.51,12643,69662.93000000001,7.99,641250.0,110089.05,42463.840000000004,12895.0,1440.53,79528.99,-39102.87000000001,40426.119999999995,36.72129062790531,1.5803103601872617,1.0199319781697382
3960,DIAGEO NORTH AMERICA INC   ,2749,John Begg Blue Cap,13.38,5198,69549.24,16.99,1361500.0,92272.68999999999,46331.729999999996,5431.0,9980.15,257032.07,-234308.62000000002,22723.449999999983,24.626408962391782,1.3267246342303667,1.04482493266641
3960,DIAGEO NORTH AMERICA INC   ,2772,Talisker Storm Scotch,46.15,1507,69548.04999999999,62.99000000000001,207000.0,78195.39,65593.76000000001,1461.0,1152.45,257032.07,-248384.72999999998,8647.340000000011,11.058631461522236,1.1243361963419536,0.9694757796947578
9815,WINE GROUP INC             ,37731,Corbett Canyon Chard,6.7,10377,69525.90000000001,12.990000000000002,5445000.0,119782.16,74355.59,10284.0,4627.8,27100.41,23155.849999999995,50256.259999999995,41.95638148452156,1.7228422789205173,0.9910378722174039
9165,ULTRA BEVERAGE COMPANY LLP ,3409,Crystal Head Vodka,32.14,2163,69518.82,44.99,255000.0,90317.58,76266.6,1942.0,1531.78,68054.7,-47255.94,20798.759999999995,23.028473526416445,1.2991817179865826,0.8978270920018493
3924,HEAVEN HILL DISTILLERIES   ,2136,Elijah Craig 12 Yr Bourbon,21.53,3225,69434.25,27.989999999999995,235500.0,91550.42,69662.97,3158.0,2489.92,14069.87,8046.299999999997,22116.17,24.157365962930587,1.3185196066782603,0.9792248062015504
3960,DIAGEO NORTH AMERICA INC   ,8053,Seagrams 7 Crown,0.75,92262,69196.5,0.9899999999999999,48400.0,91251.27,14185.71,92173.0,4829.46,257032.07,-234977.3,22054.770000000004,24.169274575575773,1.3187266697015023,0.9990353558344715
4425,MARTIGNETTI COMPANIES,25846,Groth Svgn Bl Napa Valley,12.05,5742,69191.1,21.99,270750.0,107613.5,49273.25,5550.0,618.82,144929.24,-106506.84,38422.399999999994,35.70407058593949,1.5553084139434117,0.9665621734587252
9744,FREDERICK WILDMAN & SONS   ,5346,Green Chartreuse Liqueur,36.22,1905,68999.09999999999,49.99,132000.0,94931.01000000001,70135.97,1899.0,1497.17,3999.93,21931.980000000018,25931.910000000018,27.316584959961993,1.3758296847350187,0.9968503937007874
8673,STE MICHELLE WINE ESTATES  ,13458,Ch Ste Michelle Harvest Rsl,5.99,11516,68980.84,8.99,729750.0,106909.75,47730.9,11461.0,1278.38,15919.7,22009.210000000003,37928.91,35.47750322117487,1.5498470299868776,0.9952240361236541
4425,MARTIGNETTI COMPANIES,29835,Casal Garcia Vinho Verde Wh,4.82,14285,68853.7,6.99,900750.0,106802.51,38908.5,14249.0,1592.92,144929.24,-106980.43,37948.81,35.53175857009353,1.5511513542482103,0.9974798739936996
3960,DIAGEO NORTH AMERICA INC   ,3836,Smirnoff Citrus Vodka,7.91,8695,68777.45,10.99,473250.0,96079.7,69825.94,8030.0,6329.06,257032.07,-229729.82,27302.25,28.416252340504812,1.3969651390099518,0.9235192639447959
1128,BROWN-FORMAN CORP          ,5296,Southern Comfort 100 Proof,21.01,3271,68723.71,28.99,630000.0,85149.06999999999,61595.079999999994,2893.0,5318.02,68601.68,-52176.32000000001,16425.359999999986,19.290122604979697,1.2390057230612257,0.8844390094772241
3960,DIAGEO NORTH AMERICA INC   ,4327,Capt Morgan Spiced Rum 100,14.81,4628,68540.68,19.99,294000.0,90006.48999999999,71615.79999999999,4551.0,3589.17,257032.07,-235566.26,21465.809999999998,23.84918020911603,1.3131834992007667,0.983362143474503
1392,CONSTELLATION BRANDS INC   ,42350,Black Box Shiraz Cntrl Coast,10.73,6387,68532.51,16.99,2544000.0,100643.87,68811.23999999999,5613.0,2525.85,79528.99,-47417.630000000005,32111.36,31.905927305855787,1.468556601822989,0.8788163457022076
9552,M S WALKER INC             ,4152,Jenkins Rum,3.75,18248,68430.0,5.99,1080750.0,101506.06,51776.5,18194.0,14329.76,55551.82,-22475.760000000002,33076.06,32.585305744307284,1.4833561303521847,0.9970407715914072
3089,SIDNEY FRANK IMPORTING CO  ,5952,Jagermeister Liqueur,1.42,48124,68336.08,1.99,35000.0,95078.22,29040.07,47778.0,2486.23,8549.55,18192.59,26742.14,28.126462611521337,1.391332660579887,0.9928102402127836
4425,MARTIGNETTI COMPANIES,36648,Groth Cab Svgn Napa,39.18,1743,68290.74,59.99000000000001,114750.0,104334.73,64250.380000000005,1727.0,191.55,144929.24,-108885.25,36043.98999999999,34.54649281212497,1.5278020123958238,0.9908204245553643
3252,E & J GALLO WINERY         ,38898,L Martini Cab Svgn Napa,20.13,3391,68260.83,29.99,194250.0,97287.56,54161.939999999995,3244.0,360.54,61966.91,-32940.18000000001,29026.729999999996,29.836013977532172,1.4252325967908681,0.956649955765261
7245,PROXIMO SPIRITS INC.       ,3780,Three Olives Raspberry Vodk,10.31,6617,68221.27,12.99,349500.0,83992.06,59336.89,6394.0,5039.45,38994.78,-23223.990000000005,15770.789999999994,18.776524828656417,1.2311711582032991,0.9662989270061961
5992,MCCORMICK DISTILLING CO    ,5042,Tequila Rose Liqueur,10.68,6373,68063.64,13.99,386250.0,92026.38,58024.13,6162.0,4854.97,1567.85,22394.890000000007,23962.740000000005,26.03899012435348,1.3520637450480169,0.966891573827083
12546,JIM BEAM BRANDS COMPANY    ,4438,Cruzan Black Cherry Rum,7.349999999999999,9252,68002.2,9.99,598500.0,92900.65,58227.16,9235.0,7274.4800000000005,123880.97,-98982.52,24898.449999999997,26.80115801127333,1.3661418307054771,0.9981625594466061
3960,DIAGEO NORTH AMERICA INC   ,3226,Ciroc Mango Vodka,8.63,7869,67909.47,11.99,116625.0,86699.69,17781.170000000002,7231.0,2844.04,257032.07,-238241.85,18790.22,21.672764919920706,1.276695135450181,0.9189223535392045
3252,E & J GALLO WINERY         ,5404,E & J Superior Rsv VSOP,4.32,15718,67901.76000000001,5.49,240375.0,86022.81,49937.04,15669.0,6150.1,61966.91,-43845.860000000015,18121.04999999999,21.06540114185992,1.2668715803537343,0.9968825550324468
8004,SAZERAC CO INC             ,5817,GranGala Triple Orange,22.89,2957,67685.73,29.99,896000.0,90929.90999999999,68212.43,3009.0,5531.18,50293.62,-27049.44000000001,23244.179999999993,25.562743876024946,1.34341330144478,1.0175853905985797
4692,KOBRAND CORPORATION        ,6864,St Francis Chard,5.51,12283,67679.33,13.99,675000.0,127023.29,57602.79,12155.0,1355.2,9139.38,50204.579999999994,59343.95999999999,46.718959963956216,1.876840240587488,0.9895790930554424
3924,HEAVEN HILL DISTILLERIES   ,3089,Evan Williams Honey Reserve,7.63,8865,67639.95,9.99,580500.0,100394.91,69708.39,8909.0,7020.01,14069.87,18685.090000000004,32754.960000000006,32.626116204496824,1.4842546453686025,1.0049633389734913
3960,DIAGEO NORTH AMERICA INC   ,4280,Capt Morgan Parrot Bay Coco,18.74,3609,67632.66,23.99,1072750.0,94352.67,63285.619999999995,3933.0,7229.15,257032.07,-230312.06,26720.009999999995,28.31929398500328,1.3950755448624967,1.0897755610972568
3252,E & J GALLO WINERY         ,5480,E & J Superior RSV VSOP,7.8500000000000005,8612,67604.2,10.99,493500.0,89183.85,61115.39,8115.0,6396.01,61966.91,-40387.259999999995,21579.65000000001,24.196813660769305,1.319205759405481,0.942289828146772
12546,JIM BEAM BRANDS COMPANY    ,3045,Pinnacle Salted Caramel,7.8,8664,67579.2,12.99,523500.0,96774.28,60328.08,8672.0,6831.45,123880.97,-94685.89,29195.08,30.168222383054673,1.4320128086748585,1.0009233610341643
3252,E & J GALLO WINERY         ,8218,Camarena Reposado Tequila,23.869999999999997,2830,67552.1,31.99,778750.0,115963.75,88996.18,3625.0,6664.54,61966.91,-13555.26000000001,48411.649999999994,41.74722704293367,1.7166564770007149,1.2809187279151943
10000,MAJESTIC FINE WINES        ,12110,La Crema Chardonnay Monterey,10.45,6454,67444.3,17.99,405000.0,100054.27,41942.19,6173.0,689.08,17587.59,15022.380000000001,32609.97,32.59228216846717,1.4835096516681172,0.9564611093895259
3252,E & J GALLO WINERY         ,39413,Mirassou Pnt Nr Cntrl Coast,5.06,13298,67287.88,7.49,824250.0,123816.07,52297.75,13293.0,1482.39,61966.91,-5438.720000000001,56528.19,45.654970312012,1.8400946797551059,0.9996240036095654
3960,DIAGEO NORTH AMERICA INC   ,7130,Smirnoff Green Apple Vodka,17.68,3804,67254.72,22.99,885500.0,59042.74999999999,43174.89,3025.0,5560.65,257032.07,-265244.04000000004,-8211.970000000008,-13.908515440083685,0.8778974918042926,0.7952155625657203
516,BANFI PRODUCTS CORP        ,18152,Banfi Centine Mntcln Tscna,5.26,12783,67238.58,10.99,558000.0,131280.55,41395.87,13305.0,1488.6100000000001,8510.41,55531.55999999998,64041.96999999999,48.782527190813866,1.9524586926136749,1.0408354846280217
653,STATE WINE & SPIRITS   ,21101,Niner Twisted Spur 10 Red,12.24,5492,67222.08,17.99,215250.0,96660.26999999999,31986.219999999998,5373.0,601.02,8014.9800000000005,21423.20999999999,29438.189999999988,30.455315301726337,1.4379244141210743,0.9783321194464676
7245,PROXIMO SPIRITS INC.       ,3781,Three Olives Vanilla Vodka,9.29,7233,67194.57,11.99,379500.0,86087.27,58994.76,6773.0,5336.96,38994.78,-20102.08,18892.699999999997,21.945985742142824,1.2811640881100956,0.9364025991981197
3664,WILLIAM GRANT & SONS INC   ,2247,Balvenie Portwood 21 Yr Sin,162.69,413,67190.97,219.99,101250.0,78421.39,65496.98,361.0,284.83,30234.420000000002,-19004.000000000004,11230.419999999998,14.320608191209056,1.167141804918131,0.87409200968523
8320,SHAW ROSS INT L IMP LTD    ,7535,Gekkeikan Sake,4.44,15085,66977.40000000001,5.99,945000.0,90652.66,37407.55,15134.0,11916.82,3151.92,20523.339999999997,23675.259999999995,26.116453725682177,1.353481323550929,1.0032482598607888
9552,M S WALKER INC             ,34905,Smoking Loon Merlot,4.41,15177,66930.57,6.79,621000.0,106414.96,42670.42,13814.0,1542.81,55551.82,-16067.43,39484.39,37.104172195337945,1.589930580301348,0.9101930552810173
3960,DIAGEO NORTH AMERICA INC   ,3579,Ciroc Pineapple Vodka,8.88,7517,66750.96,11.99,185250.0,97824.08,42627.45,7892.0,3099.26,257032.07,-225958.95,31073.119999999995,31.76428543974039,1.4655082114174836,1.0498869229745909
4380,CHARLES JACQUIN ET CIE INC ,4945,Jacquin Ginger Brandy,7.47,8929,66699.63,9.49,588750.0,89136.77,49865.46,8873.0,6987.5,1675.39,20761.75,22437.14,25.17158743804605,1.3363907715829908,0.99372830104155
3960,DIAGEO NORTH AMERICA INC   ,5394,Goldschlager Cinnamon Schnap,8.72,7638,66603.36,10.99,243375.0,82974.5,61807.76,7550.0,2958.28,257032.07,-240660.93,16371.14,19.730326787145447,1.2458005121663531,0.9884786593349044
4425,MARTIGNETTI COMPANIES,34460,Dr Loosen Rsl 'Dr L' M,7.2299999999999995,9212,66602.76000000001,10.99,579750.0,114130.73,52353.18,9127.0,1017.52,144929.24,-97401.27,47527.96999999999,41.64344694895055,1.7136036104209493,0.9907729049066435
8352,LUXCO INC                  ,5148,St Brendans Irish Cream,14.170000000000002,4697,66556.48999999999,24.99,1328250.0,87905.43999999999,64948.729999999996,4656.0,8558.58,10261.6,11087.349999999997,21348.949999999997,24.286267152522072,1.320764361221573,0.9912710240579093
