VendorNumber,VendorName,Brand,Description,AvgPurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,AvgActualPrice,TotalVolume,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,EstimatedProfit,GrossProfit,ProfitMargin,SalesToPurchaseRatio,StockTurnover
7153,PINE STATE TRADING CO      ,14939,El Jamon Tempranillo,7.43,24,178.32,10.99,750.0,91.92,69.94,8.0,0.89,15884.82,-15971.22,-86.39999999999999,-93.99477806788511,0.5154777927321669,0.3333333333333333
9744,FREDERICK WILDMAN & SONS   ,22440,S Aviron 12 Fleurie Madrieir,14.86,12,178.32,21.99,1500.0,1077.51,835.6199999999999,49.0,5.41,3999.93,-3100.74,899.19,83.45073363588273,6.0425639300134595,4.083333333333333
7153,PINE STATE TRADING CO      ,22098,LAN Rsva Rioja,16.21,11,178.31,27.99,1500.0,188.92,116.94999999999999,8.0,0.89,15884.82,-15874.21,10.609999999999985,5.61613381325428,1.059503112556783,0.7272727272727273
1392,CONSTELLATION BRANDS INC   ,15915,Simply Naked Cab Svgn,2.97,60,178.2,6.99,3000.0,895.13,319.85,187.0,20.91,79528.99,-78812.06000000001,716.9300000000001,80.09227709941572,5.02317620650954,3.1166666666666667
90010,VINEXTRA INC               ,13997,Rivers Edge Pnt Nr Barrel,14.83,12,177.96,22.99,750.0,0.0,0.0,0.0,0.0,524.94,-702.9000000000001,-177.96,0.0,0.0,0.0
3960,DIAGEO NORTH AMERICA INC   ,371,Myers Platinum White Rum,7.4,24,177.6,9.99,2000.0,79.92,69.93,8.0,8.4,257032.07,-257129.75,-97.67999999999999,-122.22222222222221,0.45,0.3333333333333333
3252,E & J GALLO WINERY         ,39255,Las Rocas Garnacha Vinas Vi,9.86,18,177.48,14.99,1500.0,59.96,29.98,4.0,0.45,61966.91,-62084.43,-117.51999999999998,-195.99733155436954,0.3378408834798287,0.2222222222222222
9552,M S WALKER INC             ,15020,Angeline Chard Cal,4.93,36,177.48,12.99,1500.0,217.76,116.88,24.0,2.68,55551.82,-55511.54,40.28,18.497428361498898,1.2269551498760425,0.6666666666666666
9552,M S WALKER INC             ,21275,Honoro Vera Blanco Rueda,7.38,24,177.12,10.99,750.0,43.96,32.97,4.0,0.44,55551.82,-55684.98,-133.16,-302.9117379435851,0.248193315266486,0.16666666666666666
9815,WINE GROUP INC             ,19709,Soul Sister Pnt Nr,7.38,24,177.12,10.99,750.0,142.87,109.9,13.0,1.43,27100.41,-27134.66,-34.25,-23.972842444180024,0.8066282746160794,0.5416666666666666
12546,JIM BEAM BRANDS COMPANY    ,4073,Calico Jack Pin/Coc Rum,5.9,30,177.0,9.99,3750.0,1378.16,958.72,184.0,145.07,123880.97,-122679.81,1201.16,87.15678876182736,7.786214689265537,6.133333333333334
6213,MHW LTD                    ,5408,Bols Maraschino Liqueur,8.84,20,176.8,11.49,3000.0,218.31,80.43,19.0,14.98,9621.58,-9580.07,41.50999999999999,19.01424579726077,1.234785067873303,0.95
4692,KOBRAND CORPORATION        ,43395,M Chiarlo Barolo Tortoniano,29.45,6,176.7,42.99,750.0,128.97,85.98,3.0,0.33,9139.38,-9187.109999999999,-47.72999999999999,-37.00860665270992,0.7298811544991511,0.5
7153,PINE STATE TRADING CO      ,7222,Mateus Rose,4.9,36,176.39999999999998,7.49,3000.0,284.62,52.43,38.0,4.29,15884.82,-15776.6,108.22000000000003,38.02262666010822,1.6134920634920638,1.0555555555555556
9815,WINE GROUP INC             ,16775,Lucky Duck Moscato,2.48,71,176.08,3.79,3750.0,227.4,94.75,60.0,6.7,27100.41,-27049.09,51.31999999999999,22.568161829375548,1.2914584279872785,0.8450704225352113
7153,PINE STATE TRADING CO      ,14495,Quinta d Azevedo Vinho Verde,7.33,24,175.92,10.99,750.0,109.9,87.92,10.0,1.1,15884.82,-15950.84,-66.01999999999998,-60.072793448589614,0.6247157798999546,0.4166666666666667
10754,PERFECTA WINES             ,22932,Dr Konstantin Frank Pnt Nr,14.66,12,175.92,21.99,750.0,0.0,0.0,0.0,0.0,28720.52,-28896.44,-175.92,0.0,0.0,0.0
8004,SAZERAC CO INC             ,2573,Firefly Caramel Moonshine,15.99,11,175.89,19.99,750.0,159.92,79.96,8.0,6.3,50293.62,-50309.590000000004,-15.969999999999999,-9.986243121560781,0.9092046165216897,0.7272727272727273
1392,CONSTELLATION BRANDS INC   ,19860,Rex Goliath Red Moscato,2.93,60,175.79999999999998,4.49,2000.0,135.22,103.29,28.0,2.19,79528.99,-79569.57,-40.579999999999984,-30.010353498003244,0.7691695108077361,0.4666666666666667
7239,REMY COINTREAU USA INC     ,4518,Remy Martin VS Cognac,35.11,5,175.55,64.99,3500.0,781.83,367.92,17.0,31.24,16978.67,-16372.389999999998,606.28,77.54626964941227,4.453602962119055,3.4
9815,WINE GROUP INC             ,22406,Three Wishes Cab Svgn,2.14,82,175.48,3.2900000000000005,4500.0,223.72,92.12,68.0,7.59,27100.41,-27052.17,48.24000000000001,21.56266762023959,1.2749031228630043,0.8292682926829268
4692,KOBRAND CORPORATION        ,11279,Cabreo Il Borgo Toscana,29.21,6,175.26,44.99,750.0,764.83,629.86,17.0,1.87,9139.38,-8549.81,589.57,77.08510387929344,4.3639735250484994,2.8333333333333335
2000,SOUTHERN WINE & SPIRITS NE ,23308,Ch Canon St Emilion Gr Cr 11,87.58,2,175.16,126.99,750.0,1396.89,761.9399999999999,11.0,1.23,19016.59,-17794.86,1221.73,87.46071630550722,7.974937200274036,5.5
7255,PSP WINES ,20387,Antico Colle Chianti Colli,7.28,24,174.72,10.99,1500.0,263.76,21.98,24.0,2.7,648.71,-559.6700000000001,89.03999999999999,33.75796178343949,1.5096153846153846,1.0
10754,PERFECTA WINES             ,35956,Kesselstatt Schwartzhof GG,14.56,12,174.72,21.99,750.0,263.88,197.91,12.0,1.32,28720.52,-28631.36,89.16,33.78808549340609,1.5103021978021978,1.0
90024,VINILANDIA USA             ,27089,Ch Perron Brdx Rouge,14.56,12,174.72,21.99,750.0,263.88,21.99,12.0,1.35,2802.64,-2713.48,89.16,33.78808549340609,1.5103021978021978,1.0
9744,FREDERICK WILDMAN & SONS   ,24387,Steph Avrn Julienas Vielles,13.42,13,174.45999999999998,19.99,1500.0,1599.1999999999998,979.5099999999999,80.0,8.870000000000001,3999.93,-2575.19,1424.7399999999998,89.09079539769884,9.166571133784249,6.153846153846154
17031,FLAG HILL WINERY & VINEYARD,32807,Flag Hill De Chaunac Red NH,7.580000000000001,23,174.34,12.99,2250.0,1545.81,870.33,119.0,13.23,1573.31,-201.83999999999992,1371.47,88.72177046338166,8.866639899047836,5.173913043478261
1485,CASTLE BRANDS CORP.        ,1000,Goslings Dark'n Stormy VAP,11.62,15,174.29999999999998,14.99,3000.0,1037.3799999999999,752.55,62.0,48.88,8497.59,-7634.51,863.0799999999999,83.19805664269603,5.951692484222605,4.133333333333334
6785,PALM BAY INTERNATIONAL INC ,18431,Bertani Villa Arvedi Amarone,29.03,6,174.18,44.99,750.0,1259.72,1124.75,28.0,3.09,13605.41,-12519.869999999999,1085.54,86.17311783570952,7.2322884372488225,4.666666666666667
9165,ULTRA BEVERAGE COMPANY LLP ,20684,A Bichot Clos Marechaudes,58.06,3,174.18,127.49,750.0,539.94,359.96,6.0,0.67,68054.7,-67688.94,365.76000000000005,67.74086009556618,3.099896658629005,2.0
4425,MARTIGNETTI COMPANIES,23258,David Bruce Pnt Nr Anderson,19.35,9,174.15,29.99,3000.0,6237.92,1349.55,208.0,23.34,144929.24,-138865.47,6063.77,97.20820401672353,35.819236290554116,23.11111111111111
12546,JIM BEAM BRANDS COMPANY    ,2195,Tangle Ridge Canadian Whisky,13.38,13,173.94,16.99,1500.0,237.85999999999999,50.97,14.0,11.03,123880.97,-123817.05,63.91999999999999,26.872950475069363,1.36748304012878,1.0769230769230769
480,BACARDI USA INC            ,4316,Bacardi Peach Red Rum,7.24,24,173.76,9.99,1500.0,287.76,11.99,24.0,18.9,89286.27,-89172.27,114.0,39.6163469557965,1.6560773480662985,1.0
8892,TRINCHERO FAMILY ESTATES   ,33215,Sycamore Lane Wh Znfdl Cal,3.6199999999999997,48,173.76,5.29,2250.0,275.08,89.93,52.0,5.8100000000000005,11595.97,-11494.65,101.32,36.83292133197615,1.5831031307550645,1.0833333333333333
90024,VINILANDIA USA             ,26304,Brooks Runaway Red,14.47,12,173.64,21.99,750.0,263.88,21.99,12.0,1.35,2802.64,-2712.3999999999996,90.24000000000001,34.19736243747158,1.5196959225984796,1.0
4425,MARTIGNETTI COMPANIES,3742,Spring 44 Vodka,21.7,8,173.6,27.99,1500.0,979.65,783.7199999999999,35.0,27.62,144929.24,-144123.19,806.05,82.27938549481958,5.643145161290323,4.375
7153,PINE STATE TRADING CO      ,24573,Oko Malbec Mendoza Organic,7.23,24,173.52,10.99,1500.0,119.9,95.92,10.0,1.1,15884.82,-15938.44,-53.620000000000005,-44.72060050041702,0.6909866297833103,0.4166666666666667
90047,CRUSH WINES                ,20637,Netzl Rosanna Rose,7.23,24,173.52,13.99,750.0,391.71999999999997,55.96,28.0,3.14,1457.73,-1239.53,218.19999999999996,55.70305320126621,2.25749193176579,1.1666666666666667
9165,ULTRA BEVERAGE COMPANY LLP ,29554,Joseph Phelps Eisrebe Napa V,21.61,8,172.88,31.99,375.0,0.0,0.0,0.0,0.0,68054.7,-68227.58,-172.88,0.0,0.0,0.0
9552,M S WALKER INC             ,23863,Bisol Crede Prosseco Super V,14.38,12,172.56,20.99,750.0,263.88,109.94999999999999,12.0,1.34,55551.82,-55460.5,91.32,34.60663938153706,1.5292072322670376,1.0
4692,KOBRAND CORPORATION        ,25057,Jadot Marsannay Clos Roy 13,21.56,8,172.48000000000002,32.99,1500.0,1583.52,1055.68,48.0,5.33,9139.38,-7728.339999999999,1411.04,89.10781044761038,9.180890538033394,6.0
4425,MARTIGNETTI COMPANIES,21617,Querry Cider,4.79,36,172.44,9.99,1500.0,2656.2,1321.1100000000001,380.0,42.300000000000004,144929.24,-142445.47999999998,2483.7599999999998,93.50801897447482,15.403618649965205,10.555555555555555
653,STATE WINE & SPIRITS   ,18159,Maggio Petite Sirah,7.18,24,172.32,10.99,750.0,26.97,8.99,3.0,0.34,8014.9800000000005,-8160.330000000001,-145.35,-538.9321468298109,0.15651114206128133,0.125
1590,DIAGEO CHATEAU ESTATE WINES,11319,Rosenblum Vntnrs Cv Cab Svgn,7.18,24,172.32,12.99,1500.0,116.91,103.92,9.0,0.99,7259.75,-7315.16,-55.41,-47.39543238388504,0.6784470752089137,0.375
4425,MARTIGNETTI COMPANIES,14053,Seven Daughters Red,7.18,24,172.32,10.99,750.0,87.92,43.96,8.0,0.89,144929.24,-145013.63999999998,-84.39999999999999,-95.9963603275705,0.510213556174559,0.3333333333333333
4425,MARTIGNETTI COMPANIES,20000,Soter Vyds Planet Oregon Pnt,7.18,24,172.32,20.99,1500.0,1387.82,453.08,118.0,13.18,144929.24,-143713.74,1215.5,87.58340418786298,8.053737233054783,4.916666666666667
4950,LATITUDE BEVERAGE COMPANY  ,14808,Ninety+Cellars Lot 21 Fusion,7.18,24,172.32,10.99,750.0,76.93,43.96,7.0,0.78,1610.0,-1705.3899999999999,-95.38999999999999,-123.99584037436628,0.44643686165273916,0.2916666666666667
9819,TREASURY WINE ESTATES      ,17944,Beringer Fndrs Est Malbec,7.18,24,172.32,10.99,750.0,153.86,98.91,14.0,1.55,14836.57,-14855.029999999999,-18.45999999999998,-11.997920187183139,0.8928737233054783,0.5833333333333334
3960,DIAGEO NORTH AMERICA INC   ,713,Capt Morgan Black Spiced Rum,19.11,9,171.99,25.99,1000.0,441.83,389.84999999999997,17.0,17.85,257032.07,-256762.23,269.84,61.07326347237625,2.568928426071283,1.8888888888888888
7749,R.P.IMPORTS INC            ,19604,Ch Lacoste-Borie Pauillac 10,28.66,6,171.96,42.99,750.0,644.85,343.92,15.0,1.6700000000000002,91.5,381.39,472.89,73.33333333333333,3.75,2.5
7153,PINE STATE TRADING CO      ,18011,Bella Bolla Moscato,4.9,35,171.5,7.49,1500.0,187.25,127.33,25.0,2.7600000000000002,15884.82,-15869.07,15.75,8.411214953271028,1.0918367346938775,0.7142857142857143
653,STATE WINE & SPIRITS   ,16611,Leese-Fitch Merlot,7.14,24,171.36,10.99,1500.0,179.84,179.84,16.0,1.76,8014.9800000000005,-8006.500000000001,8.47999999999999,4.7153024911031975,1.0494864612511672,0.6666666666666666
653,STATE WINE & SPIRITS   ,17702,Gateway Vinho Verde,7.14,24,171.36,10.99,750.0,32.97,10.99,3.0,0.34,8014.9800000000005,-8153.370000000001,-138.39000000000001,-419.74522292993635,0.1924019607843137,0.125
1392,CONSTELLATION BRANDS INC   ,18300,Vendange Sweet Pink Moscato,4.76,36,171.35999999999999,6.99,7500.0,195.72,125.82000000000001,28.0,6.26,79528.99,-79504.63,24.360000000000014,12.44635193133048,1.1421568627450982,0.7777777777777778
4425,MARTIGNETTI COMPANIES,11918,Ch de Beaucastel Pape Blanc,85.61,2,171.22,139.9,750.0,999.92,749.9399999999999,8.0,0.88,144929.24,-144100.53999999998,828.6999999999999,82.87663013041043,5.839971965891835,4.0
7749,R.P.IMPORTS INC            ,19591,Goulee Cos d'Estournel 10,28.47,6,170.82,42.99,1500.0,558.87,343.92,13.0,1.44,91.5,296.55,388.05,69.4347522679693,3.271689497716895,2.1666666666666665
4425,MARTIGNETTI COMPANIES,24525,Tablas Crk Patelin Tblas Ros,14.19,12,170.28,21.99,750.0,0.0,0.0,0.0,0.0,144929.24,-145099.52,-170.28,0.0,0.0,0.0
9552,M S WALKER INC             ,14988,Argiano Non Confunditur Rsso,14.19,12,170.28,21.99,1500.0,263.88,131.94,12.0,1.33,55551.82,-55458.22,93.6,35.470668485675304,1.5496828752642706,1.0
9552,M S WALKER INC             ,25429,Ch Pesquie Quint Ventoux Red,14.19,12,170.28,21.99,750.0,263.88,241.89,12.0,1.32,55551.82,-55458.22,93.6,35.470668485675304,1.5496828752642706,1.0
1392,CONSTELLATION BRANDS INC   ,28639,Cadet d'Oc Chard Rothschild,7.09,24,170.16,10.99,750.0,32.97,21.98,3.0,0.33,79528.99,-79666.18000000001,-137.19,-416.10555050045497,0.19375881523272215,0.125
9815,WINE GROUP INC             ,17979,California 37 Cab Svgn,7.09,24,170.16,10.99,750.0,142.87,109.9,13.0,1.43,27100.41,-27127.7,-27.289999999999992,-19.10128088472037,0.8396215326751293,0.5416666666666666
90024,VINILANDIA USA             ,25246,M Sullberg Chard,7.09,24,170.16,10.99,750.0,65.94,54.95,6.0,0.66,2802.64,-2906.8599999999997,-104.22,-158.05277525022748,0.3875176304654443,0.25
10754,PERFECTA WINES             ,21481,Chateau Giscours Margaux,34.01,5,170.05,63.99,750.0,399.92,149.97,8.0,0.89,28720.52,-28490.65,229.87,57.478995799159826,2.3517788885621873,1.6
8673,STE MICHELLE WINE ESTATES  ,12117,Antinori Cervaro della Salla,21.19,8,169.52,31.99,1500.0,271.92,71.98,8.0,0.9,15919.7,-15817.300000000001,102.4,37.65813474551339,1.6040585181689475,1.0
7153,PINE STATE TRADING CO      ,11769,Carpene Malvolti Prosecco,3.53,48,169.44,5.29,187.0,10.58,5.29,2.0,0.06,15884.82,-16043.68,-158.85999999999999,-1501.5122873345933,0.0624409820585458,0.041666666666666664
90017,THE IMPORTED GRAPE LLC     ,16864,Pacifico Sur Merlot,4.7,36,169.2,7.29,1500.0,116.64,36.45,16.0,1.79,80.03,-132.58999999999997,-52.55999999999999,-45.06172839506172,0.6893617021276596,0.4444444444444444
2000,SOUTHERN WINE & SPIRITS NE ,45293,C K Mondavi Willw Pnt Grigio,4.69,36,168.84,6.989999999999999,2250.0,102.87,86.89,13.0,1.43,19016.59,-19082.56,-65.97,-64.12948381452318,0.6092750533049041,0.3611111111111111
11567,CAMPARI AMERICA            ,2471,Wild Turkey 81 Rye,18.74,9,168.66,23.99,2250.0,215.91,71.97,9.0,7.09,20964.81,-20917.56,47.25,21.88411838265944,1.2801494130202775,1.0
516,BANFI PRODUCTS CORP        ,16987,Trivento Birds & Bees Sw Red,4.68,36,168.48,6.79,1500.0,244.44,13.58,36.0,4.050000000000001,8510.41,-8434.45,75.96000000000001,31.075110456553762,1.450854700854701,1.0
10754,PERFECTA WINES             ,20439,Torremoron Tinto,4.68,36,168.48,13.99,2250.0,1242.98,468.92,182.0,20.35,28720.52,-27646.02,1074.5,86.44547780334358,7.37761158594492,5.055555555555555
9552,M S WALKER INC             ,21812,Angeline Svgn Bl RRV,4.8,35,168.0,7.29,1500.0,255.15,131.22,35.0,3.9,55551.82,-55464.67,87.15,34.15637860082305,1.51875,1.0
10754,PERFECTA WINES             ,22470,Stellar Organics Merlot,8.84,19,167.96,12.99,2250.0,233.82,155.88,18.0,1.99,28720.52,-28654.66,65.85999999999999,28.16696604225472,1.3921171707549416,0.9473684210526315
4425,MARTIGNETTI COMPANIES,24993,Tardieu Laurent Le Becs Fins,12.92,13,167.95999999999998,18.99,1500.0,2221.83,1500.2099999999998,117.0,12.98,144929.24,-142875.37,2053.87,92.44046574220349,13.228328173374614,9.0
10754,PERFECTA WINES             ,26254,Kalogeri Papagiannakos Cab S,13.99,12,167.88,20.99,1500.0,125.94,20.99,6.0,0.68,28720.52,-28762.46,-41.94,-33.30157217722725,0.7501786990707648,0.5
9552,M S WALKER INC             ,13478,Cantele Chard Salento,7.989999999999999,21,167.79,12.99,2250.0,350.72999999999996,116.91,27.0,3.02,55551.82,-55368.88,182.93999999999997,52.1597810281413,2.090291435723225,1.2857142857142858
480,BACARDI USA INC            ,4042,Bacardi Dragon Berry,0.72,233,167.76,0.99,1000.0,3203.64,1474.11,3236.0,166.4,89286.27,-86250.39,3035.88,94.76345656815374,19.09656652360515,13.888412017167383
1392,CONSTELLATION BRANDS INC   ,25133,Vendange Chard,4.66,36,167.76,6.99,935.0,153.78,69.9,22.0,0.64,79528.99,-79542.97,-13.97999999999999,-9.090909090909085,0.9166666666666667,0.6111111111111112
90047,CRUSH WINES                ,14675,Culpeo Malbec,6.99,24,167.76,11.49,1500.0,281.25,154.86,25.0,2.7800000000000002,1457.73,-1344.24,113.49000000000001,40.352000000000004,1.676502145922747,1.0416666666666667
7245,PROXIMO SPIRITS INC.       ,3163,Three Olives Dude Vodka,8.82,19,167.57999999999998,12.99,3000.0,914.39,569.62,61.0,48.08,38994.78,-38247.97,746.81,81.67302792025284,5.456438715837212,3.210526315789474
2000,SOUTHERN WINE & SPIRITS NE ,24808,Buenas Tempranillo,7.28,23,167.44,10.99,1500.0,252.77,131.88,23.0,2.56,19016.59,-18931.26,85.33000000000001,33.75796178343949,1.5096153846153848,1.0
12331,STELLAR IMPORTING CO LLC   ,263,Loukatos Tentoura,13.95,12,167.4,17.99,750.0,35.98,35.98,2.0,1.58,119.23,-250.65000000000003,-131.42000000000002,-365.25847693162876,0.2149342891278375,0.16666666666666666
1590,DIAGEO CHATEAU ESTATE WINES,41727,Beaulieu Cstl Clr Slct Chard,4.63,36,166.68,6.989999999999999,2250.0,174.75,34.95,25.0,2.8000000000000003,7259.75,-7251.68,8.069999999999993,4.618025751072957,1.048416126709863,0.6944444444444444
9552,M S WALKER INC             ,22581,Fox Brook Pnt Grigio,4.63,36,166.68,6.99,1500.0,153.78,69.9,22.0,2.45,55551.82,-55564.72,-12.900000000000006,-8.388607101053456,0.9226061915046796,0.6111111111111112
9815,WINE GROUP INC             ,26000,Vista Point Cab Svgn,2.31,72,166.32,3.49,4500.0,209.4,17.450000000000003,60.0,6.75,27100.41,-27057.329999999998,43.08000000000001,20.5730659025788,1.2590187590187591,0.8333333333333334
8892,TRINCHERO FAMILY ESTATES   ,25930,Bieler Pere et Fils Rose,6.9,24,165.6,10.49,1500.0,146.85999999999999,31.47,14.0,1.57,11595.97,-11614.71,-18.74000000000001,-12.7604521312815,0.8868357487922705,0.5833333333333334
9165,ULTRA BEVERAGE COMPANY LLP ,23250,Ch de Jarnioux Bjls,3.94,42,165.48000000000002,12.99,3750.0,3886.05,908.58,655.0,73.52,68054.7,-64334.13,3720.57,95.74169143474737,23.483502538071065,15.595238095238095
10754,PERFECTA WINES             ,24367,Ch de Pierreux Brouilly Bjls,13.79,12,165.48,19.99,750.0,79.96,19.99,4.0,0.45,28720.52,-28806.04,-85.52,-106.95347673836919,0.48320038675368626,0.3333333333333333
653,STATE WINE & SPIRITS   ,13494,Altocedro Malbec Reserva,20.68,8,165.44,29.99,750.0,239.92,29.99,8.0,0.9,8014.9800000000005,-7940.500000000001,74.47999999999999,31.043681227075687,1.4501934235976788,1.0
10754,PERFECTA WINES             ,17017,Riebeek Cellars Chard,6.89,24,165.36,9.99,1500.0,403.61,51.95,39.0,4.38,28720.52,-28482.27,238.25,59.02975644805629,2.440795839380745,1.625
480,BACARDI USA INC            ,3611,Grey Goose La Poire Vodka,5.5,30,165.0,14.99,1125.0,449.7,44.97,30.0,11.81,89286.27,-89001.57,284.7,63.30887258172114,2.7254545454545456,1.0
9552,M S WALKER INC             ,15136,Mionetto Moscato Dolce Spklg,10.95,15,164.25,15.99,750.0,95.94,47.97,6.0,0.67,55551.82,-55620.13,-68.31,-71.20075046904316,0.5841095890410959,0.4
9815,WINE GROUP INC             ,22407,Three Wishes Chard,2.25,73,164.25,3.2900000000000005,4500.0,157.92,55.93,48.0,5.36,27100.41,-27106.74,-6.3300000000000125,-4.00835866261399,0.9614611872146118,0.6575342465753424
660,SAZERAC NORTH AMERICA INC. ,1696,Imperial Blended Whiskey,9.12,18,164.16,12.49,3500.0,224.82,24.98,18.0,33.07,17932.33,-17871.670000000002,60.66,26.98158526821457,1.3695175438596492,1.0
7153,PINE STATE TRADING CO      ,25371,Alexander Vly Vyds Cab Svgn,6.84,24,164.16,9.99,375.0,99.9,69.93,10.0,0.58,15884.82,-15949.08,-64.25999999999999,-64.32432432432431,0.6085526315789475,0.4166666666666667
10754,PERFECTA WINES             ,11432,Undone Rsl,6.84,24,164.16,9.99,750.0,49.95,49.95,5.0,0.55,28720.52,-28834.73,-114.21,-228.64864864864862,0.30427631578947373,0.20833333333333334
17035,PERNOD RICARD USA          ,23035,Jacobs Creek Two Lands Shirz,6.84,24,164.16,9.99,750.0,97.93,83.94,7.0,0.77,123780.22,-123846.45,-66.22999999999999,-67.6299397528847,0.5965521442495128,0.2916666666666667
3252,E & J GALLO WINERY         ,43543,Carlo Rossi RSV Chard Cal,5.47,30,164.1,7.99,6000.0,287.64,39.95,36.0,8.100000000000001,61966.91,-61843.37,123.53999999999999,42.949520233625364,1.7528336380255942,1.2
4425,MARTIGNETTI COMPANIES,338,The Irishman Irish Whiskey,18.21,9,163.89000000000001,32.99,3000.0,587.25,399.33,25.0,19.69,144929.24,-144505.88,423.36,72.0919540229885,3.5831960461285006,2.7777777777777777
9165,ULTRA BEVERAGE COMPANY LLP ,23393,Havens Cab Svgn 11,11.68,14,163.51999999999998,17.99,2250.0,3795.89,1529.1499999999999,211.0,23.55,68054.7,-64422.329999999994,3632.37,95.69218286093644,23.21361301369863,15.071428571428571
3960,DIAGEO NORTH AMERICA INC   ,817,Gordons Vodka,6.81,24,163.44,8.99,1000.0,215.76,8.99,24.0,25.2,257032.07,-256979.75,52.31999999999999,24.249165739710786,1.3201174743024964,1.0
4425,MARTIGNETTI COMPANIES,46929,Lindemans Bin 85 Pnt Grigio,6.8,24,163.2,9.99,750.0,114.82000000000001,44.95,18.0,2.01,144929.24,-144977.62,-48.37999999999998,-42.135516460546924,0.7035539215686275,0.75
7153,PINE STATE TRADING CO      ,18382,2 Copas Spain Red,6.8,24,163.2,9.99,750.0,9.99,9.99,1.0,0.11,15884.82,-16038.029999999999,-153.20999999999998,-1533.6336336336335,0.06121323529411765,0.041666666666666664
8004,SAZERAC CO INC             ,1996,Del Maguey Vida Mezcal,20.4,8,163.2,29.99,2250.0,216.93,154.95,7.0,0.78,50293.62,-50239.89,53.73000000000002,24.76835845664501,1.3292279411764707,0.875
90024,VINILANDIA USA             ,14697,Ch Musar Jeune Rouge,13.6,12,163.2,19.99,750.0,239.88,19.99,12.0,1.35,2802.64,-2725.96,76.68,31.96598299149575,1.4698529411764707,1.0
17035,PERNOD RICARD USA          ,176,Seagrams Twisted Lime Gin,13.59,12,163.08,16.99,3500.0,203.88,33.98,12.0,22.04,123780.22,-123739.42,40.79999999999998,20.0117716303708,1.2501839587932302,1.0
6830,PARK STREET IMPORTS LLC    ,9103,Scorpion Silver,27.12,6,162.72,34.99,750.0,209.94,34.99,6.0,4.72,360.28999999999996,-313.06999999999994,47.22,22.492140611603315,1.2901917404129792,1.0
10754,PERFECTA WINES             ,21485,Ch Lynch Moussas Pauilac,23.22,7,162.54,45.99,1500.0,1079.7,647.82,30.0,3.3400000000000003,28720.52,-27803.36,917.1600000000001,84.94581828285635,6.6426725729051315,4.285714285714286
7749,R.P.IMPORTS INC            ,17369,Gattinara Red,13.54,12,162.48,20.99,750.0,335.84,104.94999999999999,16.0,1.79,91.5,81.85999999999999,173.35999999999999,51.61981896141019,2.066962087641556,1.3333333333333333
9260,TY KU LLC                  ,17348,Ty Ku Silver Junmai Sake,6.77,24,162.48,10.49,330.0,128.88,128.88,12.0,0.6000000000000001,198.94,-232.54,-33.599999999999994,-26.070763500931093,0.793205317577548,0.5
8673,STE MICHELLE WINE ESTATES  ,24295,Motto Znfdl Unabashed,7.38,22,162.36,13.99,1500.0,265.78000000000003,124.9,22.0,2.45,15919.7,-15816.28,103.42000000000002,38.91188200767552,1.636979551613698,1.0
7153,PINE STATE TRADING CO      ,24411,Marques de Grinon 10 Cab Svg,27.02,6,162.12,39.99,750.0,999.75,839.7900000000001,25.0,2.7600000000000002,15884.82,-15047.19,837.63,83.78394598649662,6.166728349370836,4.166666666666667
9552,M S WALKER INC             ,23399,Summers Est Cab S Andriana C,13.51,12,162.12,19.99,750.0,243.85,83.95,15.0,1.6700000000000002,55551.82,-55470.09,81.72999999999999,33.51650604880049,1.5041327411793732,1.25
1590,DIAGEO CHATEAU ESTATE WINES,19757,Velvet Crush Cab Svgn,6.75,24,162.0,13.99,1500.0,163.88,149.89000000000001,12.0,1.32,7259.75,-7257.87,1.8799999999999955,1.1471808640468608,1.0116049382716048,0.5
7153,PINE STATE TRADING CO      ,14505,Gazela Vinho Verde,6.75,24,162.0,9.99,750.0,189.81,99.9,19.0,2.12,15884.82,-15857.01,27.810000000000002,14.65149359886202,1.1716666666666666,0.7916666666666666
7255,PSP WINES ,20388,Antico Colle Toscana Rosso,6.75,24,162.0,9.99,1500.0,129.87,19.98,13.0,1.4600000000000002,648.71,-680.84,-32.129999999999995,-24.740124740124735,0.8016666666666667,0.5416666666666666
9552,M S WALKER INC             ,21424,Tons de Durum Douro Red,8.1,20,162.0,13.99,1500.0,733.4,401.67,60.0,6.67,55551.82,-54980.42,571.4,77.91109899100081,4.527160493827161,3.0
17035,PERNOD RICARD USA          ,8084,Plymouth Navy Strength Gin,27.0,6,162.0,36.99,750.0,221.94,36.99,6.0,4.72,123780.22,-123720.28,59.94,27.00729927007299,1.3699999999999999,1.0
4425,MARTIGNETTI COMPANIES,32065,Rosemount Cab Svgn/Merlot,4.76,34,161.84,11.99,3000.0,1845.3600000000001,922.6800000000001,264.0,29.39,144929.24,-143245.72,1683.5200000000002,91.22989552174103,11.402372713791399,7.764705882352941
4425,MARTIGNETTI COMPANIES,24249,Montes Spring Harvest Svgn B,3.37,48,161.76,4.99,1500.0,239.52,9.98,48.0,5.4,144929.24,-144851.47999999998,77.76000000000002,32.46492985971944,1.480712166172107,1.0
